,Unnamed: 0,text,labels
539,539,Remove events without organizers assigned.,DELETE_CONDITIONED_BASED
540,540,Delete backups older than 6 months.,DELETE_CONDITIONED_BASED
541,541,Erase temporary user sessions marked as expired.,DELETE_CONDITIONED_BASED
542,542,Remove inventory records with mismatched counts.,DELETE_CONDITIONED_BASED
543,543,Delete companies with no verified email or phone number.,DELETE_CONDITIONED_BASED
544,544,READ the records where age is greater than 30.,READ_CONDITION_BASED_DATA
545,545,FETCH the data of individuals who have a salary greater than $5000.,READ_CONDITION_BASED_DATA
546,546,SHOW the entries where the status is active.,READ_CONDITION_BASED_DATA
547,547,LOOK UP all employees who joined after 2020.,READ_CONDITION_BASED_DATA
548,548,READ all products with a price less than $100.,READ_CONDITION_BASED_DATA
549,549,DISPLAY the users with membership level 'premium'.,READ_CONDITION_BASED_DATA
550,550,EXTRACT the details of students with grade A.,READ_CONDITION_BASED_DATA
551,551,SHOW all books published after 2015.,READ_CONDITION_BASED_DATA
552,552,FETCH records where the user’s age is between 25 and 40.,READ_CONDITION_BASED_DATA
553,553,RETRIEVE orders where the total amount is greater than $200.,READ_CONDITION_BASED_DATA
554,554,LOOK FOR transactions where the payment method is 'credit card'.,READ_CONDITION_BASED_DATA
555,555,SELECT customers with a subscription expiring within a month.,READ_CONDITION_BASED_DATA
556,556,PULL the details of employees who work in the IT department.,READ_CONDITION_BASED_DATA
557,557,FETCH records where the city is 'New York'.,READ_CONDITION_BASED_DATA
558,558,LIST products that are out of stock.,READ_CONDITION_BASED_DATA
559,559,DISPLAY users who signed up last week.,READ_CONDITION_BASED_DATA
560,560,SHOW the names of employees who are on leave today.,READ_CONDITION_BASED_DATA
561,561,RETRIEVE all orders placed in the last 24 hours.,READ_CONDITION_BASED_DATA
562,562,LOOK UP users who haven’t logged in for 30 days.,READ_CONDITION_BASED_DATA
563,563,DISPLAY the data for products with a rating above 4 stars.,READ_CONDITION_BASED_DATA
564,564,FETCH all entries where the age is less than 21.,READ_CONDITION_BASED_DATA
565,565,SHOW the records with a completion status of 'pending'.,READ_CONDITION_BASED_DATA
566,566,SELECT all students with a GPA higher than 3.5.,READ_CONDITION_BASED_DATA
567,567,PULL the records where the product category is 'electronics'.,READ_CONDITION_BASED_DATA
568,568,LOOK FOR employees whose performance score is above 80.,READ_CONDITION_BASED_DATA
569,569,RETRIEVE all users who have made a purchase this week.,READ_CONDITION_BASED_DATA
570,570,SHOW all the students enrolled in the Computer Science course.,READ_CONDITION_BASED_DATA
571,571,LIST entries where the country is 'India'.,READ_CONDITION_BASED_DATA
572,572,FETCH the books where the author is 'J.K. Rowling'.,READ_CONDITION_BASED_DATA
573,573,DISPLAY users who have logged in today.,READ_CONDITION_BASED_DATA
574,574,RETRIEVE all events that are happening next month.,READ_CONDITION_BASED_DATA
575,575,LOOK UP customers whose order value exceeds $1000.,READ_CONDITION_BASED_DATA
576,576,EXTRACT the records of employees with the title 'Manager'.,READ_CONDITION_BASED_DATA
577,577,SHOW all available products in the 'Home Appliances' category.,READ_CONDITION_BASED_DATA
578,578,PULL the data of users who have verified their email.,READ_CONDITION_BASED_DATA
579,579,SELECT the students who scored less than 50 in their final exam.,READ_CONDITION_BASED_DATA
580,580,FETCH the records where age is between 18 and 25.,READ_CONDITION_BASED_DATA
581,581,LOOK FOR entries with an expiry date in the next week.,READ_CONDITION_BASED_DATA
582,582,RETRIEVE customers who have made more than 5 purchases.,READ_CONDITION_BASED_DATA
583,583,DISPLAY products that have been rated 3 stars or below.,READ_CONDITION_BASED_DATA
584,584,PULL the details of all users who have an address in 'California'.,READ_CONDITION_BASED_DATA
585,585,LOOK UP students who are currently enrolled in 'Math 101'.,READ_CONDITION_BASED_DATA
586,586,RETRIEVE orders where the payment status is 'completed'.,READ_CONDITION_BASED_DATA
587,587,SHOW all users who have not made any purchases yet.,READ_CONDITION_BASED_DATA
588,588,LIST all customers whose membership is expiring within 3 days.,READ_CONDITION_BASED_DATA
589,589,FETCH the records of users who have a 'gold' membership.,READ_CONDITION_BASED_DATA
590,590,DISPLAY books that have been rated 5 stars.,READ_CONDITION_BASED_DATA
591,591,LOOK FOR orders placed by customers in 'London'.,READ_CONDITION_BASED_DATA
592,592,RETRIEVE records of employees with a tenure of over 10 years.,READ_CONDITION_BASED_DATA
593,593,SHOW the data for users who have been inactive for a month.,READ_CONDITION_BASED_DATA
594,594,PULL the entries where age is greater than 40.,READ_CONDITION_BASED_DATA
595,595,SELECT the students with a degree in 'Biology'.,READ_CONDITION_BASED_DATA
596,596,FETCH orders that are still in 'processing' status.,READ_CONDITION_BASED_DATA
597,597,RETRIEVE all employees in the 'Sales' department.,READ_CONDITION_BASED_DATA
598,598,LOOK UP records where the user’s email address contains 'gmail'.,READ_CONDITION_BASED_DATA
599,599,LIST books published between 2010 and 2015.,READ_CONDITION_BASED_DATA
600,600,DISPLAY records for products that have a discount greater than 20%.,READ_CONDITION_BASED_DATA
601,601,SHOW all users who completed their profile setup.,READ_CONDITION_BASED_DATA
602,602,PULL details of students who have failed in any subject.,READ_CONDITION_BASED_DATA
603,603,FETCH orders with a total value less than $50.,READ_CONDITION_BASED_DATA
604,604,RETRIEVE all products that are on sale.,READ_CONDITION_BASED_DATA
605,605,LIST customers who have purchased a specific product.,READ_CONDITION_BASED_DATA
606,606,SELECT employees with a performance rating higher than 90.,READ_CONDITION_BASED_DATA
607,607,LOOK FOR users who have made a purchase in the last 7 days.,READ_CONDITION_BASED_DATA
608,608,RETRIEVE records of all users from 'Australia'.,READ_CONDITION_BASED_DATA
609,609,SHOW products with a warranty period longer than 2 years.,READ_CONDITION_BASED_DATA
610,610,PULL the list of students with an 'A+' grade in final exams.,READ_CONDITION_BASED_DATA
611,611,SELECT orders made on 'Black Friday'.,READ_CONDITION_BASED_DATA
612,612,LOOK UP employees who work in the 'HR' department.,READ_CONDITION_BASED_DATA
613,613,FETCH customers who have left reviews for products.,READ_CONDITION_BASED_DATA
614,614,DISPLAY all employees who work part-time.,READ_CONDITION_BASED_DATA
615,615,LIST products with a customer rating less than 3 stars.,READ_CONDITION_BASED_DATA
616,616,FETCH orders where the payment method is 'PayPal'.,READ_CONDITION_BASED_DATA
617,617,RETRIEVE customers whose age is between 18 and 30.,READ_CONDITION_BASED_DATA
618,618,SHOW all users who have purchased more than 3 items this month.,READ_CONDITION_BASED_DATA
619,619,PULL the records of users who joined in the last quarter.,READ_CONDITION_BASED_DATA
620,620,LIST students who have opted for online courses.,READ_CONDITION_BASED_DATA
621,621,FETCH products that have been in the 'Featured' section.,READ_CONDITION_BASED_DATA
622,622,DISPLAY all employees who work remotely.,READ_CONDITION_BASED_DATA
623,623,SELECT entries where the discount is less than 10%.,READ_CONDITION_BASED_DATA
624,624,LOOK UP records where the product is 'out of stock'.,READ_CONDITION_BASED_DATA
625,625,RETRIEVE customers with a high lifetime value.,READ_CONDITION_BASED_DATA
626,626,SHOW orders placed in the last 48 hours.,READ_CONDITION_BASED_DATA
627,627,FETCH entries with a delivery status of 'shipped'.,READ_CONDITION_BASED_DATA
628,628,LIST users who have an account but haven’t made any purchases.,READ_CONDITION_BASED_DATA
629,629,DISPLAY the top-rated products in the store.,READ_CONDITION_BASED_DATA
630,630,RETRIEVE records of students attending summer classes.,READ_CONDITION_BASED_DATA
631,631,PULL details of customers who are waiting for a refund.,READ_CONDITION_BASED_DATA
632,632,SELECT employees who have been promoted this year.,READ_CONDITION_BASED_DATA
633,633,LOOK FOR users who have completed 80% or more of their profile.,READ_CONDITION_BASED_DATA
634,634,FETCH records of all customers who have subscribed to the newsletter.,READ_CONDITION_BASED_DATA
635,635,SHOW products that are in the 'Electronics' category and have a rating above 4.,READ_CONDITION_BASED_DATA
636,636,RETRIEVE orders with a status of 'delivered'.,READ_CONDITION_BASED_DATA
637,637,LIST all students who have a scholarship.,READ_CONDITION_BASED_DATA
638,638,PULL the details of users who have made multiple purchases in the last month.,READ_CONDITION_BASED_DATA
639,639,FETCH users who have given feedback on their last purchase.,READ_CONDITION_BASED_DATA
640,640,SHOW orders where the shipping address is 'USA'.,READ_CONDITION_BASED_DATA
641,641,RETRIEVE products with a price greater than $50.,READ_CONDITION_BASED_DATA
642,642,LOOK FOR customers who have not updated their profile in 6 months.,READ_CONDITION_BASED_DATA
643,643,DISPLAY products that are available for international shipping.,READ_CONDITION_BASED_DATA
644,644,FETCH records of users who have verified their phone number.,READ_CONDITION_BASED_DATA
645,645,SHOW all orders made with a discount code.,READ_CONDITION_BASED_DATA
646,646,PULL the details of users who live in 'Los Angeles'.,READ_CONDITION_BASED_DATA
647,647,RETRIEVE customers who have returned a product in the last 3 months.,READ_CONDITION_BASED_DATA
648,648,SELECT the records for customers who have been referred by another user.,READ_CONDITION_BASED_DATA
649,649,LOOK UP products with more than 100 reviews.,READ_CONDITION_BASED_DATA
650,650,LIST entries where the payment status is 'pending'.,READ_CONDITION_BASED_DATA
651,651,SHOW students who have enrolled in more than 5 courses.,READ_CONDITION_BASED_DATA
652,652,FETCH the records for employees who have a 'contract' status.,READ_CONDITION_BASED_DATA
653,653,RETRIEVE the names of all managers in the company.,READ_CONDITION_BASED_DATA
654,654,PULL records of customers who have spent more than $500 this year.,READ_CONDITION_BASED_DATA
655,655,LIST students with a degree in 'Computer Science'.,READ_CONDITION_BASED_DATA
656,656,SHOW orders that are marked as 'urgent'.,READ_CONDITION_BASED_DATA
657,657,RETRIEVE all users with a verified email address.,READ_CONDITION_BASED_DATA
658,658,SELECT customers who have purchased 'Smartphones' in the last month.,READ_CONDITION_BASED_DATA
659,659,PULL records of employees in 'Marketing' who work full-time.,READ_CONDITION_BASED_DATA
660,660,LOOK UP all the employees who have a 'Bachelor's' degree.,READ_CONDITION_BASED_DATA
661,661,FETCH the records where the order was placed before '2024'.,READ_CONDITION_BASED_DATA
662,662,SHOW all users who completed their order within 1 hour.,READ_CONDITION_BASED_DATA
663,663,RETRIEVE products in 'Beauty' category with more than 50 reviews.,READ_CONDITION_BASED_DATA
664,664,SELECT all entries where the city is 'Berlin'.,READ_CONDITION_BASED_DATA
665,665,DISPLAY students who are participating in internships this semester.,READ_CONDITION_BASED_DATA
666,666,PULL records of customers with an order value above $100.,READ_CONDITION_BASED_DATA
667,667,LOOK UP users who have participated in surveys in the last 6 months.,READ_CONDITION_BASED_DATA
668,668,FETCH customers with a '5-star' rating for their reviews.,READ_CONDITION_BASED_DATA
669,669,SHOW all students who have completed their summer internship.,READ_CONDITION_BASED_DATA
670,670,RETRIEVE orders where the shipping method is 'overnight'.,READ_CONDITION_BASED_DATA
671,671,SELECT the entries where the user is under 18 years old.,READ_CONDITION_BASED_DATA
672,672,INSERT this record into the database.,INSERT
673,673,Add this entry into the system.,INSERT
674,674,Please insert this object into the table.,INSERT
675,675,Can you insert this array into the database?,INSERT
676,676,Insert this new row into the table.,INSERT
677,677,Add the following data to the database.,INSERT
678,678,Insert this object into the collection.,INSERT
679,679,Please add this value to the data structure.,INSERT
680,680,Insert this information into the record.,INSERT
681,681,Please insert this data into the system.,INSERT
682,682,Add this object to the list.,INSERT
683,683,Put this entry into the database.,INSERT
684,684,Insert this new item into the collection.,INSERT
685,685,Add the following object to the database.,INSERT
686,686,Insert this into the main table.,INSERT
687,687,Please add this to the records.,INSERT
688,688,Insert this entry into the data structure.,INSERT
689,689,Place this value into the system.,INSERT
690,690,Insert this item into the database.,INSERT
691,691,Put this object into the table.,INSERT
692,692,Add this data to the records.,INSERT
693,693,Insert this object into the dataset.,INSERT
694,694,Add this entry into the table.,INSERT
695,695,Place this information into the database.,INSERT
696,696,Insert this new row into the records.,INSERT
697,697,Can you insert this item into the structure?,INSERT
698,698,Please insert this new entry into the system.,INSERT
699,699,Add this object into the data storage.,INSERT
700,700,Insert this new record into the collection.,INSERT
701,701,Place this array into the data structure.,INSERT
702,702,Can you insert this into the system now?,INSERT
703,703,Add this value to the table.,INSERT
704,704,Insert this object into the database table.,INSERT
705,705,Place this data in the records.,INSERT
706,706,Add this information to the list.,INSERT
707,707,Insert this new object into the system.,INSERT
708,708,Put this record in the database.,INSERT
709,709,Insert this into the collection.,INSERT
710,710,Place this item into the records.,INSERT
711,711,Insert this object into the storage.,INSERT
712,712,Add this new value to the table.,INSERT
713,713,Insert this data into the records.,INSERT
714,714,Can you add this entry into the system?,INSERT
715,715,Insert this into the data structure now.,INSERT
716,716,Place this object in the system.,INSERT
717,717,Put this entry into the storage.,INSERT
718,718,Insert this value into the data table.,INSERT
719,719,Add this new entry to the records.,INSERT
720,720,Place this object into the list.,INSERT
721,721,Add this data into the storage.,INSERT
722,722,Insert this object into the main table.,INSERT
723,723,Put this value into the database.,INSERT
724,724,Insert this row into the records.,INSERT
725,725,Add this entry into the storage.,INSERT
726,726,Place this object in the database.,INSERT
727,727,Add this object to the table now.,INSERT
728,728,Please insert this object into the list.,INSERT
729,729,Add this array to the records.,INSERT
730,730,Insert this entry into the collection.,INSERT
731,731,Place this information into the system now.,INSERT
732,732,Insert this record into the table right away.,INSERT
733,733,Add this new data into the database.,INSERT
734,734,Place this entry into the storage now.,INSERT
735,735,Put this object into the records.,INSERT
736,736,Insert this value into the collection.,INSERT
737,737,Please add this record to the table.,INSERT
738,738,Insert this data to the system.,INSERT
739,739,Place this object into the data storage.,INSERT
740,740,Add this to the list in the database.,INSERT
741,741,Insert this new entry into the storage.,INSERT
742,742,Please insert this row into the collection.,INSERT
743,743,Add this value into the records.,INSERT
744,744,Insert this object into the database now.,INSERT
745,745,Add this array into the system.,INSERT
746,746,Please insert this item into the data structure.,INSERT
747,747,Place this record into the list.,INSERT
748,748,Insert this data into the records now.,INSERT
749,749,Add this object into the data table.,INSERT
750,750,Insert this record into the data structure.,INSERT
751,751,Place this entry into the main table.,INSERT
752,752,Add this data into the system right now.,INSERT
753,753,Insert this object into the database immediately.,INSERT
754,754,Put this entry into the data storage.,INSERT
755,755,Insert this array into the table.,INSERT
756,756,Add this value to the database table.,INSERT
757,757,Place this entry into the dataset.,INSERT
758,758,Insert this data into the collection now.,INSERT
759,759,Put this item into the database.,INSERT
760,760,Please add this object into the records.,INSERT
761,761,Insert this information into the table.,INSERT
762,762,Place this value into the storage now.,INSERT
763,763,Add this object into the dataset.,INSERT
764,764,Insert this entry into the system now.,INSERT
765,765,Put this record into the table.,INSERT
766,766,Add this object to the database now.,INSERT
767,767,Please insert this entry into the records.,INSERT
768,768,Insert this value into the system now.,INSERT
769,769,Add this item to the data storage.,INSERT
770,770,Insert this row into the collection now.,INSERT
771,771,Place this object into the data structure.,INSERT
772,772,Add this data into the table.,INSERT
773,773,Insert this new object into the data storage.,INSERT
774,774,Place this entry into the records now.,INSERT
775,775,Insert this item into the system right now.,INSERT
776,776,Add this value to the database immediately.,INSERT
777,777,Insert this record into the data structure now.,INSERT
778,778,Put this object into the list now.,INSERT
779,779,Insert this array into the system.,INSERT
780,780,Add this entry to the collection now.,INSERT
781,781,Insert this object into the database right now.,INSERT
782,782,Place this value into the data table.,INSERT
783,783,Add this entry into the data structure now.,INSERT
784,784,Insert this information into the database now.,INSERT
785,785,Put this record into the system now.,INSERT
786,786,Insert this new data into the records.,INSERT
787,787,Add this data to the database right now.,INSERT
788,788,Place this object into the collection now.,INSERT
789,789,Insert this new entry into the table now.,INSERT
790,790,Add this object into the records now.,INSERT
