,Unnamed: 0,text,labels
744,744,Insert this object into the database now.,INSERT
207,207,Access the complete database of transactions.,READ
531,531,Delete students with grades not recorded.,DELETE_CONDITIONED_BASED
235,235,Change the delivery preferences for users who opted for express shipping.,UPDATE
555,555,SELECT customers with a subscription expiring within a month.,READ_CONDITION_BASED_DATA
671,671,SELECT the entries where the user is under 18 years old.,READ_CONDITION_BASED_DATA
773,773,Insert this new object into the data storage.,INSERT
568,568,LOOK FOR employees whose performance score is above 80.,READ_CONDITION_BASED_DATA
350,350,Delete the stylesheet.,DELETE
106,106,Fetch all data from the users collection.,READ
598,598,LOOK UP records where the user’s email address contains 'gmail'.,READ_CONDITION_BASED_DATA
739,739,Place this object into the data storage.,INSERT
294,294,Modify the security clearance for employees accessing sensitive data.,UPDATE
718,718,Insert this value into the data table.,INSERT
644,644,FETCH records of users who have verified their phone number.,READ_CONDITION_BASED_DATA
755,755,Insert this array into the table.,INSERT
725,725,Add this entry into the storage.,INSERT
430,430,Delete the cluster.,DELETE
634,634,FETCH records of all customers who have subscribed to the newsletter.,READ_CONDITION_BASED_DATA
510,510,Delete items with mismatched prices.,DELETE_CONDITIONED_BASED
249,249,Update the ratings for products reviewed positively after returns.,UPDATE
83,83,Add a container titled 'node_app'.,CREATE
729,729,Add this array to the records.,INSERT
32,32,Add a new user called 'guest_user'.,CREATE
359,359,Erase the documentation.,DELETE
70,70,Create a virtual machine named 'test_vm'.,CREATE
606,606,SELECT employees with a performance rating higher than 90.,READ_CONDITION_BASED_DATA
287,287,Update the goals for projects transitioning to new phases.,UPDATE
112,112,Retrieve all the rows in the product catalog.,READ
433,433,Delete the records where age is less than 18.,DELETE_CONDITIONED_BASED
317,317,Delete the user data.,DELETE
193,193,Access all the stored cases from the court files.,READ
385,385,Delete the script execution logs.,DELETE
156,156,Access the entire dataset of the employees system.,READ
84,84,Create a new container called 'data_processor'.,CREATE
410,410,Delete the cron job.,DELETE
387,387,Erase the build directory.,DELETE
732,732,Insert this record into the table right away.,INSERT
497,497,Remove all files without an associated user.,DELETE_CONDITIONED_BASED
260,260,Update the publisher details for books with a change in ownership.,UPDATE
5,5,Make a database called 'sales'.,CREATE
405,405,Delete the JSON object.,DELETE
567,567,PULL the records where the product category is 'electronics'.,READ_CONDITION_BASED_DATA
775,775,Insert this item into the system right now.,INSERT
281,281,Edit the categories for articles with outdated topics.,UPDATE
61,61,Add a directory called 'resources'.,CREATE
8,8,Establish a database titled 'reports'.,CREATE
237,237,Modify the colors for products listed in the summer collection.,UPDATE
341,341,Delete the form submission.,DELETE
710,710,Place this item into the records.,INSERT
47,47,Create an entry for 'customer_details'.,CREATE
790,790,Add this object into the records now.,INSERT
548,548,READ all products with a price less than $100.,READ_CONDITION_BASED_DATA
123,123,Retrieve all entries from the project database.,READ
692,692,Add this data to the records.,INSERT
455,455,Remove data for users who haven't logged in for 6 months.,DELETE_CONDITIONED_BASED
151,151,Fetch every record from the purchase orders dataset.,READ
771,771,Place this object into the data structure.,INSERT
477,477,Delete customers with invalid phone numbers.,DELETE_CONDITIONED_BASED
623,623,SELECT entries where the discount is less than 10%.,READ_CONDITION_BASED_DATA
75,75,Make a VM instance titled 'qa_env'.,CREATE
167,167,Read all stored tasks from the management board.,READ
129,129,Access all data in the sessions table.,READ
99,99,Add a schema for the 'transaction_logs'.,CREATE
685,685,Add the following object to the database.,INSERT
772,772,Add this data into the table.,INSERT
216,216,Set the delivery status to 'shipped' for orders placed last week.,UPDATE
422,422,Delete the docker container.,DELETE
639,639,FETCH users who have given feedback on their last purchase.,READ_CONDITION_BASED_DATA
517,517,Remove survey responses that are incomplete.,DELETE_CONDITIONED_BASED
564,564,FETCH all entries where the age is less than 21.,READ_CONDITION_BASED_DATA
118,118,Get the complete list of entries from the logs.,READ
737,737,Please add this record to the table.,INSERT
38,38,Add a user account named 'tester'.,CREATE
754,754,Put this entry into the data storage.,INSERT
231,231,Change the shipping method for orders weighing over 10kg.,UPDATE
133,133,Read all items stored in the catalog.,READ
343,343,Delete the function from the codebase.,DELETE
475,475,Erase entries with incorrect or missing addresses.,DELETE_CONDITIONED_BASED
224,224,Modify the grades for students who failed the mid-term exam.,UPDATE
766,766,Add this object to the database now.,INSERT
1,1,Set up a new database called 'parmar'.,CREATE
651,651,SHOW students who have enrolled in more than 5 courses.,READ_CONDITION_BASED_DATA
581,581,LOOK FOR entries with an expiry date in the next week.,READ_CONDITION_BASED_DATA
731,731,Place this information into the system now.,INSERT
215,215,Update the phone numbers for users with invalid formats.,UPDATE
395,395,Delete the network configuration.,DELETE
462,462,Remove customers whose accounts are flagged as fraudulent.,DELETE_CONDITIONED_BASED
399,399,Delete the provisioned resource.,DELETE
62,62,Generate a new folder titled 'images'.,CREATE
363,363,Delete the stored procedure.,DELETE
704,704,Insert this object into the database table.,INSERT
188,188,Fetch all stored details in the users table.,READ
143,143,Read every row in the marketing database.,READ
551,551,SHOW all books published after 2015.,READ_CONDITION_BASED_DATA
542,542,Remove inventory records with mismatched counts.,DELETE_CONDITIONED_BASED
208,208,Read every saved log from the system database.,READ
779,779,Insert this array into the system.,INSERT
547,547,LOOK UP all employees who joined after 2020.,READ_CONDITION_BASED_DATA
769,769,Add this item to the data storage.,INSERT
370,370,Delete the logs directory.,DELETE
124,124,Fetch every row of the users dataset.,READ
618,618,SHOW all users who have purchased more than 3 items this month.,READ_CONDITION_BASED_DATA
285,285,Set the pricing strategy for items with seasonal discounts.,UPDATE
460,460,Delete comments containing inappropriate content.,DELETE_CONDITIONED_BASED
527,527,Remove expired API tokens from the system.,DELETE_CONDITIONED_BASED
666,666,PULL records of customers with an order value above $100.,READ_CONDITION_BASED_DATA
444,444,Delete records of students who failed in all subjects.,DELETE_CONDITIONED_BASED
252,252,Change the stock availability for items restocked recently.,UPDATE
661,661,FETCH the records where the order was placed before '2024'.,READ_CONDITION_BASED_DATA
546,546,SHOW the entries where the status is active.,READ_CONDITION_BASED_DATA
593,593,SHOW the data for users who have been inactive for a month.,READ_CONDITION_BASED_DATA
416,416,Remove the permissions file.,DELETE
243,243,Edit the preferences for users who unsubscribed from marketing emails.,UPDATE
427,427,Erase the resource group.,DELETE
459,459,Remove reviews with a rating of less than 3.,DELETE_CONDITIONED_BASED
275,275,Change the configuration for systems upgraded to the latest version.,UPDATE
509,509,Erase details of employees terminated for misconduct.,DELETE_CONDITIONED_BASED
105,105,Build a schema for the 'audit_logs'.,CREATE
318,318,Delete the entire table.,DELETE
332,332,Remove the cache.,DELETE
282,282,Adjust the voting rights for members attending special meetings.,UPDATE
733,733,Add this new data into the database.,INSERT
58,58,Set up an API route for 'add-comment'.,CREATE
248,248,Edit the tax rate for orders placed in regions with updated policies.,UPDATE
283,283,Update the profiles for customers switching to premium plans.,UPDATE
390,390,Remove the primary database.,DELETE
709,709,Insert this into the collection.,INSERT
508,508,Remove records of banned accounts.,DELETE_CONDITIONED_BASED
673,673,Add this entry into the system.,INSERT
608,608,RETRIEVE records of all users from 'Australia'.,READ_CONDITION_BASED_DATA
442,442,Erase entries with null email addresses.,DELETE_CONDITIONED_BASED
714,714,Can you add this entry into the system?,INSERT
446,446,Remove all files uploaded before January 2022.,DELETE_CONDITIONED_BASED
93,93,Insert a log into the 'audit_logs' collection.,CREATE
128,128,Fetch the full list of entries in the records database.,READ
68,68,Make a directory called 'media'.,CREATE
621,621,FETCH products that have been in the 'Featured' section.,READ_CONDITION_BASED_DATA
590,590,DISPLAY books that have been rated 5 stars.,READ_CONDITION_BASED_DATA
212,212,Update the address of customers living in New York to the new format.,UPDATE
570,570,SHOW all the students enrolled in the Computer Science course.,READ_CONDITION_BASED_DATA
102,102,Create a model schema for 'feedback'.,CREATE
259,259,Set the assignment status to completed for students meeting all criteria.,UPDATE
35,35,Make a new user named 'developer'.,CREATE
88,88,Insert a document into the 'users' collection.,CREATE
18,18,Add a new collection titled 'items'.,CREATE
351,351,Remove the JavaScript file.,DELETE
50,50,Create an API endpoint called 'register'.,CREATE
622,622,DISPLAY all employees who work remotely.,READ_CONDITION_BASED_DATA
309,309,Change the domain for emails bouncing due to invalid addresses.,UPDATE
762,762,Place this value into the storage now.,INSERT
667,667,LOOK UP users who have participated in surveys in the last 6 months.,READ_CONDITION_BASED_DATA
242,242,Update the permissions for admin accounts with recent security changes.,UPDATE
650,650,LIST entries where the payment status is 'pending'.,READ_CONDITION_BASED_DATA
532,532,Erase old audit logs from the system.,DELETE_CONDITIONED_BASED
251,251,Set the review status to approved for content flagged erroneously.,UPDATE
198,198,Fetch all files from the user archive.,READ
113,113,Get all available data from the books collection.,READ
409,409,Delete the job queue.,DELETE
300,300,Adjust the columns for tables with duplicate entries.,UPDATE
536,536,Remove flagged comments for violations.,DELETE_CONDITIONED_BASED
104,104,Set up a schema for 'comments'.,CREATE
284,284,Modify the coordinates for locations listed incorrectly on the map.,UPDATE
678,678,Insert this object into the collection.,INSERT
357,357,Remove the plugin.,DELETE
637,637,LIST all students who have a scholarship.,READ_CONDITION_BASED_DATA
297,297,Edit the configurations for servers exceeding usage thresholds.,UPDATE
148,148,Read all information from the collection named reviews.,READ
677,677,Add the following data to the database.,INSERT
657,657,RETRIEVE all users with a verified email address.,READ_CONDITION_BASED_DATA
730,730,Insert this entry into the collection.,INSERT
177,177,Access all the entries in the donations file.,READ
401,401,Remove the CDN cache.,DELETE
210,210,Access the full history of entries in the user logs.,READ
691,691,Put this object into the table.,INSERT
214,214,Adjust the grade of students who scored less than 40 in the exam.,UPDATE
484,484,Delete addresses that are marked invalid.,DELETE_CONDITIONED_BASED
264,264,Modify the dimensions for packages exceeding weight limits.,UPDATE
153,153,Read all the stored logs from the event tracker.,READ
723,723,Put this value into the database.,INSERT
421,421,Delete the instance group.,DELETE
490,490,Remove feedback submitted anonymously.,DELETE_CONDITIONED_BASED
49,49,Insert a new record in 'activity_logs'.,CREATE
181,181,Retrieve every document from the helpdesk database.,READ
640,640,SHOW orders where the shipping address is 'USA'.,READ_CONDITION_BASED_DATA
168,168,Retrieve the entire list of files in the attachments folder.,READ
116,116,Retrieve every item from the inventory table.,READ
94,94,Generate a document in the 'comments' collection.,CREATE
149,149,Get every stored file in the file storage system.,READ
627,627,FETCH entries with a delivery status of 'shipped'.,READ_CONDITION_BASED_DATA
457,457,Erase records where the field 'city' is empty.,DELETE_CONDITIONED_BASED
406,406,Delete the HTML template.,DELETE
420,420,Erase the session token.,DELETE
144,144,Get the complete dataset of users from the system.,READ
306,306,Adjust the weights for metrics with low contribution values.,UPDATE
412,412,Delete the role.,DELETE
13,13,Generate a collection called 'log_data'.,CREATE
727,727,Add this object to the table now.,INSERT
492,492,Erase all temporary data generated during testing.,DELETE_CONDITIONED_BASED
11,11,Set up a collection titled 'users'.,CREATE
269,269,Change the milestone targets for teams underperforming.,UPDATE
233,233,Edit the phone numbers of customers with incomplete profiles.,UPDATE
549,549,DISPLAY the users with membership level 'premium'.,READ_CONDITION_BASED_DATA
310,310,Edit the timeline for events rescheduled due to weather.,UPDATE
513,513,Erase products with zero stock and no sales.,DELETE_CONDITIONED_BASED
34,34,Build a user profile with the name 'jane_doe'.,CREATE
299,299,Modify the banners for advertisements showing outdated offers.,UPDATE
599,599,LIST books published between 2010 and 2015.,READ_CONDITION_BASED_DATA
364,364,Delete the views.,DELETE
201,201,Access the entire dataset in the organization file.,READ
397,397,Remove the row index.,DELETE
686,686,Insert this into the main table.,INSERT
175,175,Fetch the entire user activity history.,READ
361,361,Remove the bookmark.,DELETE
374,374,Delete the library.,DELETE
202,202,Fetch all logs in the server monitoring tool.,READ
342,342,Delete the API key.,DELETE
39,39,Set up an account for 'qa_user'.,CREATE
702,702,Can you insert this into the system now?,INSERT
520,520,Remove all logs that exceed the storage limit.,DELETE_CONDITIONED_BASED
289,289,Modify the test scores for students reappearing for exams.,UPDATE
307,307,Modify the hierarchy for managers with multiple teams.,UPDATE
232,232,Update the access level of users whose roles have been redefined.,UPDATE
724,724,Insert this row into the records.,INSERT
382,382,Delete the manifest file.,DELETE
394,394,Remove the virtual machine.,DELETE
71,71,Set up a VM instance titled 'app_server'.,CREATE
448,448,Erase data for employees whose joining date is before 2015.,DELETE_CONDITIONED_BASED
85,85,Set up a container for 'background_jobs'.,CREATE
15,15,Make a new collection named 'sessions'.,CREATE
236,236,Update the manager assigned to projects delayed by more than a month.,UPDATE
142,142,Access every saved record from the system.,READ
42,42,Add an entry in the table 'products'.,CREATE
735,735,Put this object into the records.,INSERT
27,27,Make a new file called 'data.json'.,CREATE
64,64,Initialize a directory called 'docs'.,CREATE
314,314,Change the names for projects approved by the council.,UPDATE
209,209,Retrieve all rows of documents from the repository.,READ
745,745,Add this array into the system.,INSERT
584,584,PULL the details of all users who have an address in 'California'.,READ_CONDITION_BASED_DATA
695,695,Place this information into the database.,INSERT
574,574,RETRIEVE all events that are happening next month.,READ_CONDITION_BASED_DATA
292,292,Edit the assets for portfolios exceeding profit margins.,UPDATE
698,698,Please insert this new entry into the system.,INSERT
707,707,Insert this new object into the system.,INSERT
662,662,SHOW all users who completed their order within 1 hour.,READ_CONDITION_BASED_DATA
684,684,Insert this new item into the collection.,INSERT
41,41,Insert a record into the 'employees' table.,CREATE
631,631,PULL details of customers who are waiting for a refund.,READ_CONDITION_BASED_DATA
26,26,Create a file with the name 'README.md'.,CREATE
626,626,SHOW orders placed in the last 48 hours.,READ_CONDITION_BASED_DATA
720,720,Place this object into the list.,INSERT
526,526,Delete notes without a title.,DELETE_CONDITIONED_BASED
554,554,LOOK FOR transactions where the payment method is 'credit card'.,READ_CONDITION_BASED_DATA
472,472,Erase transactions made by banned users.,DELETE_CONDITIONED_BASED
425,425,Delete the bucket policy.,DELETE
507,507,Delete orders without valid shipping addresses.,DELETE_CONDITIONED_BASED
522,522,Erase user data marked as archived.,DELETE_CONDITIONED_BASED
95,95,Create a data entry in the 'inventory' collection.,CREATE
592,592,RETRIEVE records of employees with a tenure of over 10 years.,READ_CONDITION_BASED_DATA
170,170,Get all rows from the sales performance table.,READ
550,550,EXTRACT the details of students with grade A.,READ_CONDITION_BASED_DATA
45,45,Add a new entry to the 'transactions' table.,CREATE
485,485,Erase the history of users who requested account deletion.,DELETE_CONDITIONED_BASED
127,127,Retrieve all saved files in the backups folder.,READ
174,174,Read every stored document in the repository.,READ
126,126,Get all the details from the user accounts.,READ
57,57,Make an endpoint for 'save-data'.,CREATE
447,447,Delete all entries where the 'verified' flag is false.,DELETE_CONDITIONED_BASED
613,613,FETCH customers who have left reviews for products.,READ_CONDITION_BASED_DATA
616,616,FETCH orders where the payment method is 'PayPal'.,READ_CONDITION_BASED_DATA
658,658,SELECT customers who have purchased 'Smartphones' in the last month.,READ_CONDITION_BASED_DATA
52,52,Generate a new endpoint for 'add-product'.,CREATE
137,137,Fetch all stored events from the calendar database.,READ
238,238,Set the account status to inactive for users not logged in for a year.,UPDATE
736,736,Insert this value into the collection.,INSERT
2,2,Build a database named 'test_db'.,CREATE
213,213,Modify the salary for employees who have worked for more than 5 years.,UPDATE
544,544,READ the records where age is greater than 30.,READ_CONDITION_BASED_DATA
347,347,Delete the program logs.,DELETE
288,288,Edit the bio for influencers collaborating on campaigns.,UPDATE
266,266,Update the access time for members joining exclusive events.,UPDATE
